#RPLIDAR SCAN DATA
#COUNT=637
#Angule	Distance	Quality
313.8904 3164.0 188
314.1376 3172.0 188
314.3903 3188.0 188
314.6375 3204.0 188
314.9011 3220.0 188
315.1538 3232.0 188
315.6537 3248.0 188
318.7463 2968.0 188
329.7656 3604.0 188
330.0128 3600.0 188
330.2655 3608.0 188
330.8862 2876.0 188
331.1389 2872.0 188
331.3861 2872.0 188
331.6553 2876.0 188
331.9025 2876.0 188
332.1552 2868.0 188
332.4023 2864.0 188
332.6715 2860.0 188
332.9187 2860.0 188
333.1714 2856.0 188
333.4186 2852.0 188
333.6713 2856.0 188
333.9349 2856.0 188
334.1821 2856.0 188
334.4348 2856.0 188
334.6875 2848.0 188
334.9347 2848.0 188
335.1984 2844.0 188
335.4510 2848.0 188
335.6982 2852.0 188
335.9509 2848.0 188
336.1981 2844.0 188
336.4673 2848.0 188
336.9672 2884.0 188
337.6703 3152.0 188
337.9175 3156.0 188
338.1702 3160.0 188
338.4338 3152.0 188
338.6865 3160.0 188
339.1864 3176.0 188
339.9500 3184.0 188
340.2631 2840.0 188
340.5103 2820.0 188
340.7629 2804.0 188
341.0156 2792.0 188
341.2793 2796.0 188
341.5265 2808.0 188
341.7792 2816.0 188
342.0264 2824.0 188
342.2791 2848.0 188
342.5427 2848.0 188
342.7954 2816.0 188
343.0426 2800.0 188
343.2953 2828.0 188
343.5425 2852.0 188
343.8116 2836.0 188
344.0588 2836.0 188
344.3115 2836.0 188
344.5587 2836.0 188
344.8114 2860.0 188
345.3278 3000.0 188
346.0913 3012.0 188
346.3385 2832.0 188
346.5912 2832.0 188
346.8384 2836.0 188
347.0911 2840.0 188
347.3547 2844.0 188
347.6074 2856.0 188
347.8546 2864.0 188
348.1073 2856.0 188
348.3545 2856.0 188
348.6237 2856.0 188
348.8708 2860.0 188
349.1235 2864.0 188
349.3707 2872.0 188
349.8871 2876.0 188
350.1398 3032.0 188
350.3870 3044.0 188
350.6396 3048.0 188
351.4032 3072.0 188
351.8591 3404.0 188
352.1063 3416.0 188
